Stage,Epoch,Mode,Time,Cross Entropy,Cluster,Separation,Avg Cluster,Accuracy,L1,P Avg Pair Dist
joint,12,validation,54.53217792510986,1.8092242383486996,0.8642950424020222,0.8254909656354501,2.8888476518179864,70.02531974290721,1509.593994140625,2.4655163288116455
joint,13,train,746.3092622756958,0.37187011708563816,0.8242582189668644,0.8760895997583595,2.8522395718433335,90.36580691867645,1494.8492431640625,2.389972448348999
joint,13,validation,54.788485527038574,1.7035571434438477,0.83278717069705,0.7679837093808344,2.4984491024769193,69.67473868726871,1494.8492431640625,2.389972448348999
joint,14,train,746.3201513290405,0.35235811100991865,0.8018264185559414,0.8741631021183475,2.7911903975120356,90.97335585617556,1479.49169921875,2.4373116493225098
joint,14,validation,54.56463694572449,1.852288145741981,0.8264031840557874,0.7999822162246308,2.7057312464812977,69.55138609361813,1479.49169921875,2.4373116493225098
joint,15,train,745.7425451278687,1.2675670469818394,0.7304876931113183,0.7790253767938261,2.5140764236612605,76.69879483867305,1605.273193359375,0.1320851743221283
joint,15,validation,54.03667664527893,4.628870014333131,0.11255124398348737,0.04901515922018354,0.11209229327336387,1.1231578263974549,1605.273193359375,0.1320851743221283
joint,16,train,744.5723083019257,4.626339860876293,0.07427465390129781,0.04890593344922584,0.07504459254470713,0.9056453787954065,1241.081787109375,0.04006267711520195
joint,16,validation,54.005348443984985,4.618860039968213,0.025952384888322026,0.0063173495816584695,0.02602092776045636,0.9608517821203661,1241.081787109375,0.04006267711520195
joint,17,train,745.1736316680908,4.618885879837092,0.034791152458215006,0.01635242843083516,0.03476005674701025,1.0234644484506081,779.649169921875,0.02510324865579605
joint,17,validation,54.09216022491455,4.6155631027775685,0.018662834379636523,0.005974844313531929,0.018629018824037426,0.9608517821203661,779.649169921875,0.02510324865579605
joint,18,train,744.6019659042358,4.617077802117579,0.019366846676174887,0.0068933848155447565,0.019333872086386265,1.010688886680767,304.40423583984375,0.024776704609394073
joint,18,validation,54.13029146194458,4.61645848325674,0.015540564913859136,0.003087059829936699,0.015317933606872667,0.9673440238914498,304.40423583984375,0.024776704609394073
joint,19,train,743.7298653125763,4.616171394013795,0.01133698728959077,0.0030622132412021765,0.011467924900479837,0.9141624199753005,149.50233459472656,0.015749884769320488
joint,19,validation,54.144466161727905,4.6153458856448095,0.008894810675260809,0.0011945880702658096,0.008905455924153205,0.9154060897227814,149.50233459472656,0.015749884769320488
joint,20,train,744.655743598938,4.6162181968151925,0.009578250100722809,0.0016886509876050306,0.009573781627803857,1.00643036609082,110.02984619140625,0.010437761433422565
joint,20,validation,54.072725772857666,4.615243331030691,0.006607522179384202,0.0008306053612734813,0.006506507686837828,0.9478672985781991,110.02984619140625,0.010437761433422565
joint,21,train,743.8653492927551,4.615762778783689,0.007780032876018709,0.0009760347380377707,0.007815174731260147,0.9922352974576631,95.28970336914062,0.03338600695133209
joint,21,validation,54.19263291358948,4.622731375001773,0.017720216186717153,0.0003434544175218876,0.017594362230376335,0.9154060897227814,95.28970336914062,0.03338600695133209
joint,22,train,744.0540583133698,4.615878373898775,0.006891925053002328,0.0006262044316116673,0.006851145089107002,0.9652646670546652,68.7863998413086,0.00867584627121687
joint,22,validation,54.2296302318573,4.615368102101369,0.004575590467557729,0.0002218669435771132,0.004514628250337364,1.0582354086866195,68.7863998413086,0.00867584627121687
last,1,train,54.07052278518677,4.615343308253899,0.004575590467557729,0.0002218669435771132,0.004514628250337364,0.9624256533280338,52.60169982910156,0.00867584627121687
last,1,validation,54.07052278518677,4.615375500002343,0.004575590467557729,0.0002218669435771132,0.004514628250337364,1.0582354086866195,52.60169982910156,0.00867584627121687
last,2,train,54.03498959541321,4.615325616555903,0.004575590467557729,0.0002218669435771132,0.004514628250337364,0.9624256533280338,50.657470703125,0.00867584627121687
last,2,validation,54.03498959541321,4.615366898137009,0.004575590467557729,0.0002218669435771132,0.004514628250337364,1.0582354086866195,50.657470703125,0.00867584627121687
last,3,train,54.03073310852051,4.615312623717804,0.004575590467557729,0.0002218669435771132,0.004514628250337364,0.9624256533280338,50.27587127685547,0.00867584627121687
last,3,validation,54.03073310852051,4.615358609876197,0.004575590467557729,0.0002218669435771132,0.004514628250337364,1.0582354086866195,50.27587127685547,0.00867584627121687
last,4,train,53.97771954536438,4.615301680933011,0.004575590467557729,0.0002218669435771132,0.004514628250337364,0.8772552415290927,50.151580810546875,0.00867584627121687
last,4,validation,53.97771954536438,4.615352884862433,0.004575590467557729,0.0002218669435771132,0.004514628250337364,1.051743166915536,50.151580810546875,0.00867584627121687
last,5,train,54.02866458892822,4.6152925690556525,0.004575590467557729,0.0002218669435771132,0.004514628250337364,0.9155819268386163,50.11216735839844,0.00867584627121687
last,5,validation,54.02866458892822,4.615344901302543,0.004575590467557729,0.0002218669435771132,0.004514628250337364,0.9608517821203661,50.11216735839844,0.00867584627121687
