Stage,Epoch,Mode,Time,Cross Entropy,Cluster,Separation,Avg Cluster,Accuracy,L1,P Avg Pair Dist
joint,12,train,3671.7274844646454,4.634306442726752,0.008223858975139628,0.003595814829439324,0.037709448677737206,1.050435078853606,790.6689453125,0.04986114427447319
joint,12,validation,263.96331214904785,4.624046321726439,0.003107090648727422,0.0007654127981987129,0.025640496555174783,1.1036811010842043,790.6689453125,0.04986114427447319
joint,13,train,3671.6642034053802,4.626749900338003,0.004531369428679035,0.0016815094792196944,0.027728768889466595,0.9908157905943475,499.5343322753906,0.040421366691589355
joint,13,validation,263.9427044391632,4.620351294758904,0.0022406942955956357,0.0003786481062145479,0.0206160208256722,0.993312990975784,499.5343322753906,0.040421366691589355
joint,14,train,3670.1916828155518,4.625625429534566,0.0032527459534536455,0.000966974079641061,0.02421097643250476,0.979459735687822,503.28314208984375,0.04361726716160774
joint,14,validation,263.80651664733887,4.62070384263003,0.0022058347602378716,0.00026520612602280567,0.022089312915763666,1.0387586833733689,503.28314208984375,0.04361726716160774
joint,15,train,3671.4164700508118,4.6246731268287675,0.0027410764704804383,0.0005941543452459456,0.022990251154546625,0.9624256533280338,468.64404296875,0.04680383950471878
joint,15,validation,263.93751859664917,4.637523274204049,0.0026202936679959547,0.0002064637345149804,0.0240987696534185,0.9283905732649483,468.64404296875,0.04680383950471878
joint,16,train,3670.168823480606,4.624011974568588,0.002320537229532124,0.000385424071745209,0.021496273030346763,1.0277229690405554,408.32275390625,0.03932229429483414
joint,16,validation,263.99012899398804,4.619131716455167,0.002011112237438034,0.00021214827632384675,0.019874697775266972,1.0387586833733689,408.32275390625,0.03932229429483414
joint,17,train,3670.020907640457,4.623706013153727,0.001995919520042999,0.00026460136979220727,0.020261663973135207,0.9780402288245064,404.91290283203125,0.049703605473041534
joint,17,validation,263.93974566459656,4.634313661527831,0.0017076291919674307,0.00021870587598600064,0.02529096138505149,1.0452509251444524,404.91290283203125,0.049703605473041534
last,1,train,263.87805557250977,4.622253747120649,0.0017076291919674307,0.00021870587598600064,0.02529096138505149,0.9297769954717731,123.77674865722656,0.049703605473041534
last,1,validation,263.87805557250977,4.618405862467912,0.0017076291919674307,0.00021870587598600064,0.02529096138505149,0.8569759137830292,123.77674865722656,0.049703605473041534
last,2,train,263.970739364624,4.617032982239823,0.0017076291919674307,0.00021870587598600064,0.02529096138505149,0.9340355160617202,95.48822021484375,0.049703605473041534
last,2,validation,263.970739364624,4.616710086086479,0.0017076291919674307,0.00021870587598600064,0.02529096138505149,1.0452509251444524,95.48822021484375,0.049703605473041534
last,3,train,264.0431282520294,4.616055387458836,0.0017076291919674307,0.00021870587598600064,0.02529096138505149,0.9752012150978749,82.34801483154297,0.049703605473041534
last,3,validation,264.0431282520294,4.616217552873604,0.0017076291919674307,0.00021870587598600064,0.02529096138505149,0.8569759137830292,82.34801483154297,0.049703605473041534
last,4,train,264.0917737483978,4.615754350329615,0.0017076291919674307,0.00021870587598600064,0.02529096138505149,0.9865572700044005,74.06395721435547,0.049703605473041534
last,4,validation,264.0917737483978,4.615911851780049,0.0017076291919674307,0.00021870587598600064,0.02529096138505149,0.9803285074336168,74.06395721435547,0.049703605473041534
last,5,train,264.10809540748596,4.615599888871736,0.0017076291919674307,0.00021870587598600064,0.02529096138505149,0.9595866396014026,69.41127014160156,0.049703605473041534
last,5,validation,264.10809540748596,4.615958020894854,0.0017076291919674307,0.00021870587598600064,0.02529096138505149,0.8569759137830292,69.41127014160156,0.049703605473041534
